0 0.448427
1 0.449354
2 1.27125
3 0.96205
4 0.298626
5 0.695354
6 -0.141161
7 0.295418
8 -1.03433
9 -0.350883
10 0.628587
11 0.556774
12 1.0237
13 0.256143
14 -0.218545
15 -0.780849
16 -0.966324
17 -0.62147
18 -0.472098
19 -0.314984
20 -1.1547
21 -0.675232
22 0.457536
23 0.399695
24 0.0951056
25 0.441584
26 0.391769
27 -0.456509
28 -0.455382
29 -1.05505
30 -0.907411
31 -0.748188
32 0.816404
33 0.958626
34 0.575726
35 0.140002
36 0.365677
37 0.737351
38 1.11436
39 -0.50021
40 -0.823618
41 0.0211785
42 0.814115
43 -0.751794
44 1.28766
45 -0.132739
46 -0.446296
47 0.687657
48 -0.854513
49 -0.21143
50 0.767
51 0.226475
52 0.453482
53 -0.786402
54 -0.0687116
55 0.253529
56 -0.885911
57 -0.796221
58 0.00420767
59 -0.41834
60 -0.869629
61 -0.228177
62 -0.435658
63 -0.745419
64 1.07092
65 0.819067
66 0.172915
67 0.595163
68 0.808145
69 0.430085
70 0.800718
71 -0.3936
72 0.675957
73 0.186226
74 1.01157
75 0.868119
76 0.839195
77 0.313668
78 -0.419284
79 -0.703355
80 0.458863
81 0.285264
82 -0.822602
83 0.838084
84 -0.364453
85 -0.795219
86 -0.544925
87 0.171304
88 0.144151
89 -0.527008
90 -1.02458
91 -1.15034
92 -0.656948
93 -1.00605
94 -0.150254
95 1.04201
96 0.200605
97 0.163225
98 -0.530925
99 -1.2259
