0 1.28536
1 0.860516
2 1.18352
3 1.77472
4 1.3834
5 1.30897
6 1.38257
7 1.11855
8 1.6327
9 1.44988
10 1.49951
11 1.42216
12 1.5559
13 1.40763
14 1.65511
15 1.57686
16 1.66204
17 1.37696
18 1.19893
19 0.968393
20 1.37314
21 0.930738
22 1.52372
23 1.30289
24 1.5347
25 1.28217
26 1.32133
27 0.985436
28 1.23703
29 1.2553
30 1.30961
31 0.974408
32 1.3646
33 1.09648
34 -1.28719
35 -1.38018
36 -1.75521
37 -1.63192
38 -0.990686
39 -1.02377
40 1.29248
41 1.2387
42 1.36727
43 0.258506
44 -1.75728
45 -1.62247
46 -1.61396
47 -1.35693
48 -1.15941
49 -1.47072
50 -1.2918
51 -1.19063
52 -1.52887
53 1.4827
54 0.676904
55 1.38642
56 1.41926
57 1.70226
58 1.62676
59 1.09553
60 1.54649
61 1.13854
62 1.4617
63 1.5506
64 1.31752
65 1.69138
66 1.18823
67 0.890115
68 1.59099
69 1.7216
70 1.02141
71 0.938127
72 1.1039
73 1.23529
74 1.50193
75 1.54184
76 1.1986
77 1.41424
78 1.40884
79 1.20254
80 1.45201
81 1.15231
82 1.08707
83 1.12804
84 1.24867
85 1.32509
86 1.3733
87 1.52522
88 1.72667
89 1.20322
90 1.60806
91 1.66264
92 1.30001
93 1.30208
94 1.53826
95 1.32089
96 1.35396
97 1.63127
98 1.08413
99 1.304
