0 -1.64615
1 -1.43109
2 -1.40477
3 -1.78659
4 -1.91122
5 -1.40107
6 -1.52425
7 -1.76173
8 -1.6974
9 -1.85875
10 -1.56568
11 -1.23113
12 -1.688
13 -1.77411
14 -1.64936
15 -2.10389
16 -1.59406
17 1.6755
18 1.79795
19 1.79144
20 1.5222
21 1.60033
22 1.66701
23 2.0622
24 1.71097
25 1.49007
26 1.4371
27 1.90892
28 1.75012
29 1.72884
30 1.39717
31 1.583
32 1.75334
33 1.93644
34 1.74284
35 1.38632
36 1.79247
37 1.80285
38 1.94881
39 1.85947
40 1.57591
41 1.18058
42 1.0797
43 1.76924
44 1.34016
45 1.62165
46 1.49538
47 1.61268
48 1.89493
49 1.6653
50 1.78712
51 1.68693
52 1.74271
53 1.64069
54 2.03494
55 1.77482
56 1.84291
57 1.5993
58 1.71318
59 1.90845
60 1.76823
61 1.72754
62 1.87177
63 1.50657
64 2.08519
65 1.78138
66 1.84616
67 1.71986
68 1.68914
69 1.83904
70 1.65995
71 1.65443
72 1.87406
73 1.75539
74 1.81774
75 1.3361
76 1.35946
77 1.80969
78 1.54177
79 1.77902
80 1.97431
81 1.57006
82 1.70015
83 1.75613
84 1.86107
85 1.70131
86 2.03647
87 1.72318
88 1.31987
89 1.63334
90 1.27618
91 1.40453
92 1.76785
93 1.3273
94 1.64562
95 1.47364
96 1.85099
97 1.68343
98 -1.699
99 -1.33365
