0 -3.74583
1 -0.992854
2 -1.13223
3 6.53751
4 -8.00169
5 -4.0146
6 2.35202
7 -2.52932
8 3.70759
9 1.7186
10 -5.77032
11 -0.94325
12 -6.9101
13 -6.6334
14 0.801745
15 1.70142
16 1.82828
17 0.752777
18 -6.04802
19 0.49312
20 2.24632
21 0.260889
22 -0.0788231
23 3.39654
24 -2.68762
25 -3.35252
26 4.12914
27 -2.81664
28 -0.707604
29 -2.55798
30 6.08648
31 -3.52786
32 6.87348
33 7.86836
34 0.207671
35 -3.93342
36 -3.07168
37 -4.0104
38 -2.65924
39 -2.10899
40 -7.8817
41 -0.881839
42 2.75571
43 4.03019
44 2.22649
45 1.25853
46 3.72063
47 -1.24409
48 7.58064
49 -1.11678
50 -2.84876
51 0.331149
52 -1.78195
53 -0.701885
54 -3.01929
55 3.86996
56 5.53997
57 6.89579
58 2.32796
59 3.25405
60 -2.30939
61 -3.75243
62 2.60329
63 1.98076
64 -6.08019
65 2.85601
66 -7.30024
67 -0.175949
68 -7.71343
69 -7.30006
70 -3.31799
71 1.52889
72 5.93598
73 2.80913
74 3.18878
75 3.02114
76 0.204755
77 -1.50178
78 4.82705
79 6.17745
80 6.47955
81 8.01766
82 -2.34793
83 8.0017
84 -0.912009
85 -1.48873
86 -1.86303
87 -3.75216
88 -1.0349
89 4.95014
90 2.38623
91 -6.96253
92 -0.260061
93 -3.05426
94 -3.25579
95 3.62695
96 2.08366
97 0.55928
98 7.3857
99 -3.54455
