0 -1.81641
1 -2.08036
2 -1.99368
3 -2.09825
4 2.11243
5 1.97167
6 1.97901
7 1.9354
8 1.85464
9 1.98192
10 2.19276
11 2.04708
12 2.05636
13 2.1581
14 2.0263
15 1.92234
16 2.03223
17 2.07221
18 2.08222
19 1.97478
20 1.99821
21 1.60949
22 1.6269
23 1.84919
24 1.94755
25 -1.82688
26 -2.07015
27 -1.9261
28 -1.74709
29 -2.00946
30 -2.13646
31 -1.86881
32 -2.15615
33 -2.24435
34 -2.1032
35 -1.76425
36 -1.96943
37 -1.81709
38 -1.99129
39 -1.81443
40 2.12089
41 1.86605
42 1.93356
43 1.70022
44 2.01664
45 1.47783
46 1.76413
47 -1.40465
48 -2.06968
49 -1.68257
50 -1.91345
51 -1.8916
52 -1.99132
53 -1.98606
54 -1.93683
55 -2.10197
56 -2.25429
57 -2.07461
58 1.69145
59 1.86941
60 2.11709
61 2.2856
62 1.96821
63 1.95824
64 2.19357
65 1.85717
66 2.03149
67 2.12986
68 2.07817
69 2.16923
70 -1.81591
71 -1.9447
72 -1.96583
73 1.4463
74 1.79498
75 1.88821
76 2.10719
77 1.97917
78 1.63459
79 -2.01526
80 -2.03634
81 -2.30234
82 -1.94297
83 -2.20736
84 -1.78867
85 -1.88857
86 -1.96887
87 -1.80433
88 -2.00496
89 -1.99445
90 1.86346
91 2.08302
92 1.89827
93 -1.79816
94 -1.74073
95 1.66034
96 1.78484
97 -1.34554
98 -2.3117
99 -1.65302
