0 -2.24395
1 -1.85011
2 -1.91304
3 -2.21073
4 -2.07509
5 2.07706
6 2.05705
7 1.97183
8 1.89718
9 2.10545
10 1.96457
11 2.33286
12 1.93684
13 1.73404
14 1.8237
15 1.8066
16 2.03596
17 1.96397
18 2.14511
19 2.05848
20 1.7282
21 1.758
22 1.86926
23 2.09341
24 1.97652
25 1.67448
26 -2.06169
27 -1.95585
28 -1.92064
29 -1.77755
30 -2.22758
31 -2.21396
32 -1.75238
33 -1.79672
34 -1.58923
35 -2.13406
36 -2.06169
37 -2.12096
38 -1.68611
39 -1.84496
40 -1.97926
41 1.3936
42 1.70429
43 2.23971
44 1.80038
45 1.8085
46 -2.01334
47 -2.062
48 -1.85112
49 -2.05676
50 -1.98101
51 -1.95524
52 -1.92138
53 -2.05515
54 -1.7509
55 -1.92445
56 -1.61526
57 -2.16099
58 -1.66972
59 2.04504
60 2.11298
61 1.92605
62 2.07485
63 1.84875
64 2.07781
65 2.16742
66 2.02059
67 1.88933
68 -1.88028
69 -1.90253
70 -1.97164
71 -1.94866
72 2.01702
73 2.05377
74 1.94532
75 2.01345
76 1.89033
77 2.02212
78 1.66048
79 -1.65584
80 -1.84847
81 -1.82743
82 -1.91179
83 -2.06733
84 -1.61827
85 -1.88093
86 -1.78978
87 -2.10303
88 -2.33132
89 -1.91223
90 1.37908
91 1.92602
92 1.93846
93 -2.18976
94 -2.00204
95 -2.26434
96 -2.09133
97 -2.05192
98 -2.17834
99 -1.60747
